
ADMN_NO_0,21/05/02 11:35:42, Entering
ADMN_NO_0,21/05/02 11:35:59, Leaving
ADMN_NO_0,21/05/02 12:15:09, Entering
ADMN_NO_0,21/05/02 12:15:29, Leaving
ADMN_NO_0,21/05/02 13:07:20, Entering
ADMN_NO_0,21/05/02 13:07:37, Leaving
ADMN_NO_5,21/05/02 13:18:52, Entering
ADMN_NO_5,21/05/02 13:19:10, Leaving
